word_id,words,definitions
3928,POLEM,sus. Jujuy lu’um lool
3929,POLICÍA,sus. Túupil
3930,POLILLA,"sus. Ik’el, sajkay"
3931,POLÍTICA,"sus. Almejen wíinikil, chuk ku’uk yo’olal. prep. Yail"
3932,"POR CAUSA GRANDE, GRAVE Y DE IMPORTANCIA",
3933,"PORCIÓN, PARTE","sus. Jaatsul, jaatsil."
3934,POR ÉL,prep. Tu yo’olal
3935,POR ESO,"prep. La’aten, lebetik, le óolal, le o’olale’, tuméen, tu yo’olal"
3936,POR LA MAÑANA,"adv. de t. Ja’atskab k’iin, jatskaab"
3937,POR PEDAZOS O ÁREAS,adv. T’óot’ool.
3938,POR POCO,adv. de c. Óolak
3939,PORQUE,Conj. Tuméen. ¿POR QUÉ?.
3940,POR SÍ SOLO,adv. Tu ba
3941,PORTAL,"sus. Noj joonaj, nojoch joonaj."
3942,POR TERCERA VEZ,adv. de t. Tu yóoxpáake’.
3943,POR CUARTA VEZ,adv de t. Tu kanpáake’.
3944,POR QUINTA VEZ,adv de t. Tu jo’opáake’.
3945,PORQUE,"conj. caus. Meentun, tuméen, yo"
3946,POLUCIÓN,sus. Xexbail
3947,POLVO,"sus. Ma’ay lu’um, jujuy lu’um"
3948,PÓLVORA,sus. Sabak
3949,POLLITO,sus. Mejen káax
3950,PÓMULO,"sus. P’u’uk bakel, p’u’uk ich."
3951,PONER,"v.t. Ts’aa, ts’áaj, ts’ik."
3952,PONER CUESTA ABAJO,v.t. Nix
3953,"PONER DISCORDIA, RENCILLA O CIZAÑA",v.t. Tak t’aan
3954,PONER EN FILA U ORDEN,"v.t. T’is, t’isaj, t’isbi PONER EN POSICIÓN AL BEBÉ PARA QUE ORINE O DEFEQUE, ACOMPAÑANDO LA ACCIÓN CON UN"
3955,BISBISEO PECULIAR,v.t. Kéex.
3956,PONER FIJA UNA COSA,v.t. Aktal.
3957,PONER O VOLVER BOCA ABAJO,v.t. Nok
3958,PONERSE DE CUATRO PATAS,v.i. Xak
3959,"PONERSE DE PUNTILLAS, O DE PUNTITAS",v.i. Liit’ib
3960,PONERSE LA ROPA,v.t. Búuk
3961,"PONIENTE, OESTE",sus. Chik’iin
3962,PONZOÑA,"sus. K’inam, ts’akil"
3963,POR,"prep. Óok’lal, o’olal, tio’olal, tu yo’olal, ¿POR QUÉ?."
3964,POSARSE EL AVE,"v.i. T’úuch, t’úuchul."
3965,POSIBILIDAD,sus. Lox t’aan
3966,POSIBLE,"adj. Úuchak, beychajak, jop’bentil, páajtal."
3967,POSICIÓN DE ALERTA,adj. Béejbeechki.
3968,POSTE,sus. Okom
3969,POSTEMA,sus. Chu’chum
3970,POZO,sus. Ch’e’en
3971,POZO QUE SE FORMA EN LOS SUELOS PANTANOSOS,sus. Xuuch
3972,POZOLE,sus. K’eyem
3973,PRACTICAR,"v.t. Túumtaj, túuntaj."
3974,PRECAUCIÓN,sus. Kananil
3975,PRECAVIDO,adj. Aj na’at ach
3976,PRECIO,sus. Tojol
3977,PRECIOSA Y DE RICA ESTIMA,adj. Koj
3978,PRECISIÓN,sus. Najbe’ntsil
3979,PRECISO,adj. Najbe’en.
3980,PRÉDICA,sus. Tse’ek
3981,PREDICAR,v.t. Tsé’ekt
3982,PREDICAR CON VOZ CLARA Y RECIA,v.t. Salkaltal
3983,PREDICCIÓN,"sus. Tomoxchi’, tamaxchi’"
3984,PREFERIR,v.i. Pay num.
3985,PREGONAR,"v.t. K’a’ayt, k’a’ay."
3986,PREGUNTA,"sus. K’áat t’aan, k’áat chi’"
3987,PREGUNTAR,"v.t. K’áat, k’áat chi’"
3988,PREMIO,sus. Makul
3989,PREMONICIÓN,"sus. Tomoj chi’, tomox chi’"
3990,PRENDIDO,adj. Ch’iika’an.
3991,PRENDER,v.t. Ch’iik.
3992,PRENDIDO CON FUERZA,adj. Ch’íich’iiknak.
3993,PREOCUPAR,v.i. Tuukul.
3994,PREPARACIÓN,sus. Ch’alba
3995,PREPARAR ALGUN OBJETO O ALIMENTO,v.t. Ma’ak’antik.
3996,PREPOTENCIA,sus. Paynumil
3997,PRESENTAR,v.t. E’esaj
3998,"PRESENTE, A LA VISTA",sus.Tak’kabal ich
3999,PRESENTIR,v.i. Kóojol
4000,PRESO,"sus. K’ala’an, j k’ala’an"
4001,PRÉSTAMO DE DINERO,sus. Páay
4002,PRESTAR ALGUNA COSA,"v.t. Majáant, páay PRESUMIR"
4003,ENVANECERSE,O v.i. Nojba’alkuntikubáa.
4004,PRESUNCIÓN,sus. Nonojbail
4005,PRESUMIDO,sus. Aj nonojbail.
4006,PRETÉRITO,"sus. K úuchi, máanlil."
4007,PREVENIR,"v.t. Ch’aba, paybe"
4008,PRIMAVERA,sus. Yáax k’iin
4009,PRIMERAMENTE,"adv. de t. Bat’an, paybe’en"
4010,PRIMERO,"adj. Yáax, yáax táanil"
4011,PRIMERO,adv. de l. o t. Bat’an
4012,PRIMICIA,sus. K’aam.
4013,PRIMA,sus. Ka’a kiik.
4014,PRIMO,sus. Ka’a suku’un.
4015,PRINCIPAL,"adj. K’ojol, noj lail"
4016,PRINCIPIO,"sus. Chuun, chúunuk"
4017,PRINGAR O SALPICAR,v.t. Wíiwíits’.
4018,PRISIÓN,"sus. che’,núup’. K’alab máaskab, k’aal"
4019,"PROBAR, EXPERIMENTAR","v.t. Túumtaj, túum, túuntaj. "
4020,PROBLEMA,sus. Toop
4021,PRODIGABILIDAD,sus. Síij óol.
4022,PRÓDIGO,adj. Aj síij óol.
4023,PRODUCIR,"v.t. Beete, meent."
4024,PROFETA,"sus. Aj bobat, aj chilam"
4025,PRÓFUGO,sus. Aj puuts’ul
4026,PROFUNDO,adj. Taam
4027,"PROHIBIDO, VEDADO",adj. Weet’a’an
4028,"PROHIBIR, IMPEDIR, VEDAR",v.t. Weet’
4029,PRÓJIMO,sus. Éetwíinikil
4030,"PRÓLOGO, INTRODUCCIÓN","sus. Pay bet’aan, oksaj t’aan."
4031,PROMESA,"sus. Jóok’ chi’, pa chi’"
4032,PROMETER,"v.t. Chi’isaj, jok’ chi, sebchi’tik."
4033,PROMOVER A OFICIO,v.t. Kumbinaj
4034,PRONÓSTICO,sus. K’iinyaj t’aan
4035,PRONTO,"adv. de t. Téek, séeba’an, séebik"
4036,PRONUNCIACIÓN,sus. Sutupak
4037,PRONUNCIAR,v.t. A’al.
4038,PROPORCIONAR,"v.t. Tich’, ts’a."
4039,PROPÓSITO,sus. Tuukul
4040,PROTECCIÓN,sus. Mak bo’oy
4041,PROTEGER,"v.t. Bo’oybesaj, mak paach,"
4042,PROTEGERSE DEL SOL O DE LA LLUVIA,v.t. Bo’oy
4043,PROVERBIO,sus. Ts’áaj tuukul
4044,PROVISIONALMENTE,adj.Chéen ts’e’ets’ek chajal k’iin
4045,PROVINCIA,sus. Kuchkabal
4046,PROVOCAR LA GUERRA,v.t. Tsay k’atun
4047,PRUDENCIA,"sus. Kux óol, tumut óolal"
4048,PRUDENTE,adj. Aj kux óol.
4049,PRUEBA,sus. Tumut
4050,PUBLICADO,"adj. Jok’a’an, ts’áaj ojeltan."
4051,PUDRIRSE,v.i. Tu’tak
4052,PUEBLO,sus. Kaaj
4053,PUEDE SER,"adv. de d. Bey wale’, uchak"
4054,PUENTE,sus. Péepen che’.
4055,"PUERCA, MARRANA",sus. X leech.
4056,PUERCO,sus. K’éek’en
4057,PUERCO ESPÍN,sus. K’ixpachoch
4058,PUERTA,"sus. Joonaj, jool naaj"
4059,PUES,"conj. Kuun, Bakáan."
4060,"PUESTO, LUGAR",sus. Kúuchil.
4061,PUJAR INFLÁNDOSE,v.i. P’uru’us
4062,PULGA,sus. Ch’ik
4063,"PULIDO, DEMASIADO LISO",adj. Ts’íits’íiki.
4064,PULIR,v.t. Jalbakunsik.
4065,PULMÓN,sus. Soorot’
4066,PULPA,sus. Nooy.
4067,PULSERA,sus. K’aap
4068,"PULSO, LATIDO, PULSACIÓN","sus.Kil, kilbail, kikil."
4069,"PULVERIZAR, ASTILLAR",v.t. P’uuy
4070,PUMA,sus. Koj
4071,PUNTA DEL ESTERNÓN,sus. Puytanil.
4072,PUNTAPIÉ,sus. Kóochak
4073,PUNTIAGUDA,"adj.Ts’ut, pu’upuuts’ki’"
4074,PUNTO,sus. Tak’ sabak
4075,PUNTO DE ESCRIBIR,sus. T’unil ts’íib
4076,PUNTO DE ESCRITURA,"sus. T’un, t’unil ts’íib"
4077,PUNTO SOBRE LA I,sus. X t’un
4078,PUNZAR,"v.t. Tok’, ch’iik,loom."
4079,PUNZAR CON ARMA O INSTRUMENTO PUNTIAGU,
4080,DO,v.t. Loom
4081,PUNZÓN,"sus. Yokob, bajab"
4082,PUÑADO DE COSAS,adv. de c. Láap’
4083,PUÑAL,sus. Lomob máaskab
4084,PUÑETAZO,sus. Loox
4085,PUÑETAZOS DADOS VARIAS VECES,v.t. Lóoloox.
4086,PUPILA,sus. Neek’ ich
4087,PUREZA,adj. Suju’uyil
4088,PURO,adj. Suju’uy
4089,QUE,adv. Ok’ol
4090,QUE,conj. cop. Ka
4091,QUÉ,pron. rel. Ba’ax
4092,QUE,"adv. de d. Mia, mi"
4093,QUE ARDE Y BRILLA,adj. Léemléemki.
4094,QUE CAMINA RÁPIDO EN PUNTILLAS,adv.de m. Tsa’atsa’ap. Sa’asa’ak’ol. Sáansaanki.
4095,QUE TIENE MUCHA SALUD O VITALIDAD,adj.
4096,QUE CORRE MUCHO O QUE NO SE DETIENE,adj.
4097,QUE CAUSA COMEZÓN,adj. Sa’asa’apki.
4098,QUE CAUSA COMEZÓN,adj. Tsa’atsa’apki.
4099,QUE SE DESPRENDE CON FACILIDAD,adj.
4100,QUE ESTÁ EMPONZOÑADO,sus. Ts’aka’n
4101,QUE ESTÁ LEJANA O HUNDIDA EN EL HORIZONTE,Joojoots’ki. Líiliit’ki. adj. Lamal
4102,QUE NO SE PUEDE ERGUIR,adj. Jóojooch’ki.
4103,"QUE TITILA, SE ENCIENDE Y SE APAGA",adj.Jóojo
4104,QUEBRADIZO,"adj. Kakachki QUEBRADO EN VARIAS PARTES, APLÍCASE A LOS"
4105,GAJOS DE LOS ÁRBOLES Y ARBUSTOS,adj. P’íip’iik.
4106,QUEBRAR,v.i. Káach
4107,QUEBRAR,v.t. Káach.
4108,"QUEBRAR, ROMPER",v.t. Jaat.
4109,QUEDAR,v.i. P’áatal
4110,QUE ES CIERTO Y POSITIVO,adv. De afir. Jáajbin
4111,QUEJARSE POR EL DOLOR,v.i. Áakan
4112,QUEJIDO,sus. Áakam
4113,QUEMA,sus. Tóok
4114,QUEMADO,sus. Ela’an
4115,QUEMADURA,v.t. Chuuj
4116,QUEMAR,"v.t. Elel, chuuj, tóok."
4117,QUE SE ESCONDE MUCHO,adj.Babalki
4118,QUE TIENE COMEZÓN,adj.Níiniich’ki.
4119,QUE TIENE MUCHAS AMPOLLAS,adj.P’óop’oolki.
4120,QUE TIENE PEQUEÑAS PROTUBERANCIAS,"adj. P’óop’ootki. panki. T’íit’iilki. Yu’umyu’um. óol, oltaj."
4121,QUE SE PARTE MUY FÁCIL,adj.Yo’oyo’op’ki.
4122,QUE NO SE QUEDA EN UN SOLO LUGAR,adj.
4123,QUE SE MUEVE O MECE MUCHAS VECES,adj.
4124,QUERER,"v.t. Táan óoltik, k’áat, óoltik, táak"
4125,"QUERER, AMAR","v.t. Yaakunaj, yaabilaj."
4126,QUIÉN,"pron. rel. Jensen, je máax ¿QUIÉN?."
4127,QUIETO,adj. Xoxolki’
4128,QUIETUD,sus. Ets’a’an óolal
4129,QUINCE,sus. Jo’olajun
4130,QUINQUÉ,"sus.Tsuub, sáasil, ch’úuy sáasil."
4131,QUINTO,adj. U jo’op’éel.
4132,QUITAR,"v.t. Luk’s, Piit."
4133,QUITAR UNA PRENDA,v.t. Piit.
4134,QUIZÁ,"adv. de d. Wale’, úuchak"
4135,QUIZÁS,"adv. de d. Bey wale’, binakí, mia’,"
4136,QUE TIENE MUCHOS ORIFICIOS,adj. Chaachaab.
4137,COMEZÓN,adj. QUE TIENE PELUSA Y DA muki.
4138,RABADILLA,"sus. Bobox, k’ul"
4139,RABIA,sus. Ko’il
4140,RABIHORCADO,sus. Jiich’ kaal nej
4141,RABO,sus. Nej
4142,RACIMO DE FRUTOS,"sus. Bab, ch’úu"
4143,RACIMO,sus. P’och
4144,RADICAR,"v.i. Kaajnáal, kaajakbal, kaajlan."
4145,RAÍZ,sus. Moots
4146,RAJAR,"v.t. Buuj, tej, xik"
4147,"RALO, MUY RALO",adj. T’áach máan t’aach.
4148,RAMA DE ÁRBOL O ARBUSTO,"sus. K’ab che’, xa’ay che’, jéek’ che’."
4149,RAMADA DE LA IGLESIA,sus. Makan
4150,RAMITA SECA,sus. Ch’ilib
4151,RAMO,sus. Chach
4152,RAMÓN (BROCIMUM ALICASTRUM SW),sus. Óox
4153,RANA,sus. X muuch
4154,RANCHERÍA,sus. Chan kaaj
4155,RÁPIDAMENTE,"adv. de m. Séebankil, séebik"
4156,RÁPIDAMENTE,adj. Jáanjaan.
4157,RÁPIDO,"adj. Séeb, séeba’an"
4158,RÁPIDO O MUY VELOZ,adj. Lilich’ki.
4159,"RÁPIDO, MUY RÁPIDO",adj. K’íik’i’itki.
4160,"RAQUIS , HUESO DE LA MAZORCA",sus. Bakal
4161,RAQUÍTICO,adj. Ts’uuts’
4162,RARO,adj. Ma’ napaja’an
4163,RASAR,"v.t. Jux k’ab, Tax"
4164,"RASCAR, RASGUÑAR , ARAÑAR","v.t. La’ach RASPAR, RASURAR."
4165,"RASPOSO, QUE RASPA FINAMENTE",adj. Líiliichki.
4166,"RASPOSO, MUY RASPOSO",adj. K’óok’ooxki.
4167,RASTRO,sus. Bilim
4168,RATO,adv. de t. Súutuk. Junsúut : un rato. Jun súutuk : un rato.
4169,RATÓN,sus. Ch’o’
4170,RAYAR,"v.t. Ja’at, jarat’ ts’íibtik, pay ts’íib, jó’ot’"
4171,RAYO,sus. Jaats’ cháak
4172,RAYOS DEL SOL,"sus. Matsab k’iin , jul k’iin"
4173,RAYO O HAZ LUMINOSO,sus. Jul
4174,RAZA O LINAJE,sus. Ch’i’ibal
4175,RAZÓN,"sus. Kux óol, na’at, tumut, uchbal."
4176,REATA,sus. Suum
4177,REBANAR,v.t. K’uup.
4178,REBELDE,adj. J ma’ tsíik
4179,REBELDÍA,sus. Ma’ tsíikil
4180,REBELIÓN,sus. Líik’saj kaajo’ob.
4181,REBOSANTE,adj. Yalbanak.
4182,REBOSAR LO LLENO,"v.i. Man tuljal, mantul."
4183,REBOZO,sus. Bóoch’
4184,REBUSCAR,"v.t. Meents’ul, balul, xa’ak’al"
4185,REBUZNAR,"v.i. Xuxub ni’, jink’i kaal, jenk’aal."
4186,RECAUDOS,sus. Xa’ak’
4187,RECIBIR,v.t. K’aam
4188,"RECIBIR, ATRAPAR CON LAS MANOS",v.t. K’aam.
4189,RECIEDUMBRE,sus. K’inam
4190,RECIO,"adj. Chich, k’a’am, ts’u’uy"
4191,RECÍPROCAMENTE,"adv. de m. Paaklan, pa"
4192,RECLAMO,sus.Ikin chi’
4193,RECOGER,"v.t. Ch’íich’, mool"
4194,RECOMPENSA,sus. K’exul
4195,RECONOCER UN BENEFICIO,v.t. K’ajsaj ts’aya’.
4196,RECORDAR,"v.i. K’a’ajs, k’a’ajsik, ch’a’chi’ib."
4197,RECTO,"adj. Toj, tojil"
4198,RECUERDO,"sus. K’a’ajsajul, k’aj lay"
4199,RED QUE SIRVE DE SACO PARA LLEVAR COSAS FRÁGI,
4200,LES,sus. Baay
4201,"REDIMIR, DESAGRAVIAR, RESCATAR",v.t. Loj
4202,REDONDEAR,v.t. Wóol
4203,REDONDO,adj. Wóolis
4204,REDUCIR A POLVO O PEDAZOS,v.t. P’uuy
4205,"REFLEJA, QUE REFLEJA MUCHO",adj. Jáajaats’ki. REFLEJO U OLEAJE PRODUCIDO POR EFECTO DE LA
4206,LUZ SOLAR,sus. Wóowóoch’.
4207,REFLUJO DE MAR,sus. Toch’il.
4208,REFRÁN,"sus. Ts’áaj tuukul REFRIGERIO VIRGEN, OFRENDA DE BEBIDA FRESCA"
4209,VIRGEN,sus. Sujuy síis óola’.
4210,REFUGIO,sus. Mak bo’oy
4211,REFUNFUÑAR,v.i. Tutukchi’
4212,REGALAR,v.t. Síij
4213,REGALO,sus. Siibal
4214,"REGAÑAR, AMONESTAR, REPRENDER",v.t. K’eey
4215,REGAÑAR MUCHAS VECES,v.t. K’éek’eey.
4216,REGAR,"v.t. Jóoya’, jóoyab"
4217,REGIA,adj. Ajawiil
4218,REGIDOR,"sus. Aj beelmal, aj nat be"
4219,REGIÓN,"sus. Kuchkabal, petén"
4220,RELOJ,sus. P’iisib k’iin.
4221,"REGLA, MENSTRUACIÓN","sus. Ula, ilmaj"
4222,REGRESAR,v.i. Suut
4223,REÍR,v.i. Che’ej
4224,REIR A CARCAJADAS,v.i. Jáajaabche’ej.
4225,RELACIONAR UNA COSA CON OTRA,v.t. Taj ok’oltaj
4226,RELÁMPAGO,sus. Jats’ yuum cháak
4227,RELAMPAGUEAR,v.i. Léets’bal
4228,RELATO,sus. Tsikbalile’
4229,RELATOR,sus. Aj tsool t’aan 
4230,RELIGIÓN,sus. Okol k’uj
4231,RELINCHAR,v.i. P’iit
4232,"RELLENAR, EMBUTIR",v.t. Buut’
4233,"RELLENO, EMBUTIDO",adj. Buut’
4234,REMAR,v.t. Ch’uy
4235,REMEDAR,v.t. P’a’as
4236,REMENDAR,v.t. Pak’akok
4237,REMO,sus. U báabil cheem
4238,REMOJAR,"v.t. Ts’am, suul."
4239,"REMOJAR, SUMIR",v.t.T’uub
4240,"REMOJARSE , ASENTARSE",v.t. Ts’áamal.
4241,REMOLINO,sus. Moson iik’
4242,REMOLINO DE LA CABEZA,sus. Su’uy
4243,RENACUAJO,sus. J bube’
4244,RENCILLA,"sus. Ok yail, xab óolal"
4245,RENDIR A OTRO,v.t. Ts’oyesaj
4246,RENDIRSE,v.t.Oyol óol
4247,RENEGAR,v.i . Xet’ óolal
4248,RENUEVO,sus. Alamil
4249,REÑIR CON RABIA,v.i. Mak’ tanan
4250,REPARAR,v.t. Utskíinsaj
4251,REPARTIR,"v.t. Jaats, t’oox"
4252,REPETIDAMENTE,adv. de m. Ban ban
4253,REPETIR,v.t. Ka’a púut t’aan
4254,REPIQUE DE CAMPANAS,v.t. Ban péeks
4255,"REPLETARSE, HARTARSE",v.i. Balankil kukut
4256,REPOSO,sus. Ts’akin
4257,REPRIMIR LA IRA,v.t. Taj muk’
4258,RESBALAR,"v.i. Jalchajal, jalk’ajal, pitk’ajal, pots’kajal, pots’che’ej"
4259,RESBALAR ALGO MAL COLOCADO,v.i. Nixk’ajal.
4260,RESBALOSO,"adj. Popots’ki, jojolki"
4261,RESBALOSO,"adj. Jáajaalki, jóojoolki."
4262,RESCATAR,v.t. Loj
4263,RESCOLDO,sus. Chikix ta’an
4264,RESECO,"adj. Ts’uuts’, k’ak’al."
4265,RESECA,adj. Chuchul.
4266,RESEMBRAR,v.t. Julbe’en.
4267,RESIDENTE,sus. Kula’an
4268,RESINA DE LOS ÁRBOLES,sus. Iits
4269,RESISTIR,v.t. Nup’intaj
4270,"RESISTENTE, MUY RESISTENTE",adj.T’oot’oochki.
4271,RESOLVER ALGÚN NEGOCIO,v.t. Jepajal óol
4272,RESPETAR,"v.t. Tsíikik, tsíik, chíinpool."
4273,RESPETO,sus. Tsíikbe’enil
4274,"RESPETUOSO,","adj. Aj tibil be, Aj tibil wíinik"
4275,RESPIRAR,v.i. Ch’a’iik’
4276,RESPIRAR TOMANDO EL AIRE CON FUERZA,v.i. Bo
4277,RESPIRAR POR LA BOCA A CAUSA DE UN ARDOR,
4278,RESPLANDOR DEL FUEGO,sus. Léets’
4279,RESPONSABILIDAD,sus. K’ooch.
4280,RESTA,sus. Lúusbil.
4281,RESTO,"sus. Xiix, yala’"
4282,RESUMIR,v.i.Ts’um
4283,RETENER,v.t. Balinaj
4284,RETENER EL AGUA,v.t. Jalinaj ja’
4285,RETENER EL RESUELLO,v.t. Kupaj
4286,RETENTADO DE ATAQUE O PASIÓN,adj. Leka’an
4287,RETIRARSE LOS QUE PELEAN,v.i. P’alba.
4288,RETOÑAR,"v.i. K’uk’ankil , k’u’uk’ankil"
4289,RETOÑO,"sus. K’uuk’che’, k’uk’, top’ che’"
4290,RETRATO,"sus. Jochol, etpatkunaj"
4291,RETROCEDER,"v.i. Kukul iit, kukulpaach."
4292,RETUMBAR,"v.i. Anal, kulun"
4293,REUMA,sus. Ch’onoj óol.
4294,REUNIÓN,"sus. Múuch’tal, múuch’kinaj, mul"
4295,REUNIR TODO,v.t. Junmooltaj
4296,REVELAR SECRETOS,v.t. Múukul ya’alabil
4297,"REVENTAR,ESTALLAR, DETONAR",v.i. Wáak’
4298,"REVENTAR, ROMPER",v.t. Teep’
4299,"REVENTAR, ROMPER",v.t. T’ook.
4300,REVOLCADERO DE ANIMALES,sus. Bilim
4301,REVOLCAR,"v.i. Bobal, babal"
4302,REVOLTILLO,sus. Xe’ek’
4303,REVOLVER,"v.t. Bak’, xa’akit, xa’ak’lal, ta’anbesaj."
4304,REVOLVER,v.t. Xa’ak’al
4305,"REVOLVER, MEZCLAR","v.t. Buuk’, xa’ak’, xe’ek’"
4306,"REVUELTA, ALBOROTO",sus. X wookin.
4307,REZO,"sus. Kama’t’aan, payalchi’"
4308,REZONGAR,v.i. Tutukchi’
4309,RIBERA,"sus. Jáal ja’, chi’, jáal."
4310,RICO,adj. Ayik’al
4311,RIENDA,sus. Jok’ ni’
4312,RINCÓN,"sus. Tu’uk’, xu’uk’il, ti’itsil."
4313,RINCÓN DE LA CASA,sus.Tuuk’ naaj.
4314,RIÑA ENTRE MUCHOS,"sus. Buuj, pa’al a bu’uj"
4315,RIÑÓN,"sus. Is, yis."
4316,RÍO,"sus. Uk’um, bel ja’, áalkab ja’."
4317,RIQUEZA,sus. Ayik’alil
4318,RISA,sus. Che’ej
4319,RITUAL,sus.Tsolante.
4320,RIVALIDAD,"sus.Tsa, tsaul."
4321,"RIZADO, MUY RIZADO",adj. Múumuuch.
4322,ROBAR,v.t. Óokol
4323,ROBLE (EHRETIA TINIFOLIA L),sus. Béek
4324,ROBUSTO,adj. Noj ach
4325,ROCIAR,v.t. Líil.
4326,"ROCIAR, ESCURRIR",v.t.Tsíits.
4327,ROCÍO,sus. P’uja’
4328,RODAJA,sus. Me’et
4329,RODAR,"v.i. Balak’, balk’ajal, bak’al."
4330,RODEAR,"v.t. Bak’ paach, ba’apaachmil."
4331,RODILLA,sus. Píix.
4332,ROER,"v.t. K’úux, néet’, nées."
4333,ROGAR,"v.i. Pay chi’, payalchi’"
4334,ROJO,adj. Chak
4335,ROJOS,sus. Chaktak.
4336,ROLLO,sus. Koots’
4337,ROMPER CUERDA O BEJUCO,v.t. T’aak.
4338,ROMPER PAPEL,"v.t. Jaat, xeet’."
4339,"ROMPER PLATO, CAJETE, CÁNTARO",v.t. Pa’
4340,ROMPER VIDRIO,v.t. Kaach.
4341,ROMPER EL VIENTO,v.t. Pa’ iik’
4342,RONCAR,v.i. Nóok’
4343,RONQUIDO,sus. Nóok’
4344,ROPA,"sus. Nook’, búukina’"
4345,ROPA EN GENERAL,sus. Nook’
4346,ROSADO,"adj. Chaksak, sakpile’en chak."
4347,ROSTRO,sus. Ich .
4348,ROTO,"adj. Jaatal, pa’al, xeet’el"
4349,RÓTULA,sus. Lakil píix.
4350,ROZA,sus. Ch’akbeen
4351,RUBIO,adj. Ch’eel
4352,RUECA,sus. Tunul pechéch.
4353,RUEGO,sus. Ok’otba.
4354,RUFIÁN QUE VENDE MUJERES,sus. Aj konkooil
4355,RUGIR,v.i. Áakan
4356,RUIDO,sus. Juum
4357,RUIDO QUE HACE LA SERPIENTE DE CASCABEL,sus. Tirix
4358,RUISEÑOR,sus. X k’ook’
4359,RUMBO,"sus. Jel, belil"
4360,SABANA,sus. Chak’an
4361,SÁBANA,"sus. Táas, teep’, buklis"
4362,SABER,sus. Its’atil pool
4363,SABER,"v.i. Ojelt, ojel, ojéel."
4364,SABIDURÍA,"sus. Ojelil, yits’atil."
4365,SÁBILA (ALOE VERA L),sus. Petk’inki
4366,SABIO,"sus. Aj miats, aj baal kajil miats"
4367,SABOR,"sus. Ki’il, kii’"
4368,"SABROSO, MUY SABROSO",adj. Kíiki’iki.
4369,SACAR,"v.t. Jíil, jo’osik, jó’os, jóok’s."
4370,"SACAR,DESENTERRAR",v.t. Jáal
4371,SACAR CON LOS DEDOS UN POCO DE ALGO MASOSO,v.t. Jo’ots’
4372,SACAR CON VIOLENCIA,v.t.Tojoch’iin.
4373,SACAR DE LA FUNDA,v.t. Jiilt SACAR DE LA OLLA Y SACAR LO QUE SE CUECE BAJO tik
4374,LA TIERRA,v.t. Jáal
4375,SACAR PUNTA,v.t.Ts’uts’utkin.
4376,SACERDOTE,"sus. J k’iin, yuum k’iin"
4377,SACERDOTE AGRARIO,sus. J men
4378,SACO,sus. Mukuk
4379,SACRIFICIO,"sus. Kukuleb, suy k’up"
4380,SACUDIR,"v.t. Púust, púusk, tíit , líil."
4381,SAGACIDAD,sus. Noj ach óolal
4382,SAGRADO,adj. K’uyen
4383,SALTAR,"v.i. Síit’, p’iit"
4384,SAL,sus. Ta’ab
4385,SAL MUY GRUESA,sus. Sim tuun ta’ab
4386,SALADO,adj. Ch’óoch’
4387,SALAR,v.t. Ta’abt
4388,SALARIO,sus. Náajal
4389,SALCOCHAR,v.t. Chaak
4390,SALINA,sus. Chi’ib
4391,SALIR,"v.i. Jóok’ol, tíip’il"
4392,SALIR EL MAÍZ,v.i. Jóok’ol
4393,SALIR LA YERBA,v.i. Jóok’ol
4394,SALITRE,sus.Sak ta’ab.
4395,SALIVA,sus. Túub
4396,SALPICAR,v.t. Wits’
4397,SALPULLIDO,sus. Uusáan
4398,"SALTAR, BRINCAR","v.i. P’iitik, síit’, p’íit."
4399,SALTAR LAS GOTAS DE UN LÍQUIDO QUE SE DERRA,
4400,MA,"v.i. Tits’, tiis."
4401,SALUD,sus. Toj óol.
4402,SALUDABLE,adj. Tojóolal
4403,SALUDAR INCLINANDO LA CABEZA,v.t. Chíinpool
4404,"SALUDO, TRAER Y SALUDAR",v.t.Julesaj.
4405,"SALVADOR, REDENTOR, LIBERTADOR",sus. aj Tóoksaj.
4406,"SALVAR, DAR AUXILIO, REDIMIR",v.t. Tóoksaj
4407,SANAR,v.i. Utstal
4408,SANAR,v.t. Mal
4409,SANDÍA,sus. Chak bojonja’
4410,SANGRE,sus. K’i’ik’
4411,SANGRE CUAJADA,sus. Olom
4412,SANGRÍA,"sus. Kokan SANGRIENTO, buk’e’en."
4413,ENCARNIZADO,adj. Chak
4414,SANTIFICADO,adj. Kili’ichkuntabak
4415,SANTIGUARSE,"v.i. Chikilbesaj ich,"
4416,SANTO,sus. Kili’ich
4417,SAPO,sus. Muuch
4418,SARAGUATO (ALOUATTA PALLATA MEXICANA),sus.
4419,SARAMUYO (ANNONACEA ( ANNONA RETICULATA)),sus. Ts’almuy
4420,SARGAZO,sus. Ta’il k’áanab
4421,SARNA,"sus. Jaway, chachak uay"
4422,SARTENEJA (OQUEDAD EN LA PIEDRA EN QUE SE ACUMU,
4423,LA EL AGUA DE LLUVIA),sus. Jaltun
4424,SASTRE,"sus. J chuuy, j chuuy nook’"
4425,SATISFECHO,adj. Tuup óol.
4426,SAÚCO AMARILLO (TECOMA STANS (L)H B ET K),sus. X k’anlol
4427,SAZÓN DEL MAÍZ,sus. Yij
4428,"SAZÓN, MUY SAZÓN",adj. K’aank’aanki.
4429,SECARSE,v.i. Tijil.
4430,SECARSE,v.i. Sap
